""2019-08-02 10:47:45 [Thread-22] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
""2019-08-02 10:47:45 [Thread-22] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2019-08-02 10:47:45 [Thread-22] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown initiated...
""2019-08-02 10:47:45 [Thread-22] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown completed.
""2019-08-02 10:47:45 [restartedMain] INFO  c.t.apps.LoginAppsApplication - Starting LoginAppsApplication on ADMIN-PC with PID 7956 (C:\Users\ADMIN\git\Login-Management\LoginApps_V3\target\classes started by ADMIN in C:\Users\ADMIN\git\Login-Management\LoginApps_V3)
""2019-08-02 10:47:45 [restartedMain] INFO  c.t.apps.LoginAppsApplication - No active profile set, falling back to default profiles: default
""2019-08-02 10:47:46 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
""2019-08-02 10:47:46 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 114ms. Found 13 repository interfaces.
""2019-08-02 10:47:46 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$3c48c9e4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2019-08-02 10:47:46 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8089 (http)
""2019-08-02 10:47:46 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2019-08-02 10:47:46 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
""2019-08-02 10:47:46 [restartedMain] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
""2019-08-02 10:47:46 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2019-08-02 10:47:47 [restartedMain] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1267 ms
""2019-08-02 10:47:47 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
""2019-08-02 10:47:47 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
""2019-08-02 10:47:47 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
""2019-08-02 10:47:47 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
""2019-08-02 10:47:49 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2019-08-02 10:47:49 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2019-08-02 10:47:49 [restartedMain] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/resources/**'], []
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/static/**'], []
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/customCss/**'], []
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/images/**'], []
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@66f68ea5, org.springframework.security.web.context.SecurityContextPersistenceFilter@16f31c33, org.springframework.security.web.header.HeaderWriterFilter@3b42b6ea, org.springframework.security.web.authentication.logout.LogoutFilter@1c15ba65, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4534f154, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@f6e155b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@21b507ba, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@676f6d4b, org.springframework.security.web.session.SessionManagementFilter@67fb4ccd, org.springframework.security.web.access.ExceptionTranslationFilter@73bd4739, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@71ba8d28]
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
""2019-08-02 10:47:50 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8089 (http) with context path ''
""2019-08-02 10:47:50 [restartedMain] INFO  c.t.apps.LoginAppsApplication - Started LoginAppsApplication in 4.889 seconds (JVM running for 562.549)
""2019-08-02 10:47:50 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2019-08-02 10:47:54 [http-nio-8089-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2019-08-02 10:47:54 [http-nio-8089-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2019-08-02 10:47:54 [http-nio-8089-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
""2019-08-02 10:47:54 [http-nio-8089-exec-1] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD registerPage
""2019-08-02 10:47:55 [http-nio-8089-exec-4] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getAllTask
""2019-08-02 10:48:10 [http-nio-8089-exec-8] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD saveTaskForEmployee
""2019-08-02 10:48:10 [http-nio-8089-exec-8] INFO  c.t.apps.serviceimpl.TaskServiceIMPL - INSIDE TaskServiceIMPL START METHOD saveTaskDetails
""2019-08-02 10:48:10 [pool-4-thread-1] INFO  c.t.a.u.MailsUtils$$EnhancerBySpringCGLIB$$408dd7c5 - INSIDE MailsUtils START sendAssignedTaskDetailsToSupervisor METHOD
""2019-08-02 10:48:12 [http-nio-8089-exec-9] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getAllTask
""2019-08-02 10:50:06 [http-nio-8089-exec-1] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:50:06 [http-nio-8089-exec-2] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 10:50:19 [http-nio-8089-exec-6] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPageWithComments:105
""2019-08-02 10:50:19 [http-nio-8089-exec-8] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:50:19 [http-nio-8089-exec-8] INFO  c.t.apps.controller.TaskController - task id ::105
""2019-08-02 10:50:26 [http-nio-8089-exec-3] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:50:26 [http-nio-8089-exec-2] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 10:51:18 [http-nio-8089-exec-7] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPageWithComments:105
""2019-08-02 10:51:18 [http-nio-8089-exec-8] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:51:18 [http-nio-8089-exec-8] INFO  c.t.apps.controller.TaskController - task id ::105
""2019-08-02 10:53:19 [http-nio-8089-exec-5] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:53:19 [http-nio-8089-exec-2] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 10:57:43 [http-nio-8089-exec-9] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:57:43 [http-nio-8089-exec-10] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 10:58:18 [http-nio-8089-exec-5] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPageWithComments:104
""2019-08-02 10:58:18 [http-nio-8089-exec-4] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:58:18 [http-nio-8089-exec-4] INFO  c.t.apps.controller.TaskController - task id ::104
""2019-08-02 10:58:21 [http-nio-8089-exec-6] INFO  c.t.a.c.DailyCommentsController - INSIDE DailyCommentsController START METHOD saveDailyCommentsToTaskBySupervisor:
""2019-08-02 10:58:23 [http-nio-8089-exec-9] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:58:23 [http-nio-8089-exec-9] INFO  c.t.apps.controller.TaskController - task id ::104
""2019-08-02 10:58:28 [http-nio-8089-exec-1] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:58:28 [http-nio-8089-exec-5] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 10:58:33 [http-nio-8089-exec-2] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPageWithComments:104
""2019-08-02 10:58:33 [http-nio-8089-exec-7] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:58:33 [http-nio-8089-exec-7] INFO  c.t.apps.controller.TaskController - task id ::104
""2019-08-02 10:58:45 [http-nio-8089-exec-1] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPageWithComments:104
""2019-08-02 10:58:45 [http-nio-8089-exec-5] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:58:45 [http-nio-8089-exec-5] INFO  c.t.apps.controller.TaskController - task id ::104
""2019-08-02 10:58:53 [http-nio-8089-exec-6] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:58:53 [http-nio-8089-exec-9] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 10:58:59 [http-nio-8089-exec-3] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPageWithComments:104
""2019-08-02 10:58:59 [http-nio-8089-exec-2] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskByTaskId
""2019-08-02 10:58:59 [http-nio-8089-exec-2] INFO  c.t.apps.controller.TaskController - task id ::104
""2019-08-02 10:59:12 [http-nio-8089-exec-8] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD individualTaskPage
""2019-08-02 10:59:12 [http-nio-8089-exec-9] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getTaskBySupervisorMailId
""2019-08-02 11:09:14 [http-nio-8089-exec-5] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD registerPage
""2019-08-02 11:09:14 [http-nio-8089-exec-4] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getAllTask
""2019-08-02 11:28:13 [http-nio-8089-exec-8] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD projectDetailsPage
""2019-08-02 11:28:14 [http-nio-8089-exec-10] INFO  c.t.a.controller.EmployeeController - INSIDE EmployeeController START METHOD searchEmployeeByCondition:
""2019-08-02 11:28:17 [http-nio-8089-exec-7] INFO  c.t.a.controller.EmployeeController - INSIDE EmployeeController START METHOD searchEmployeeByCondition:
""2019-08-02 11:28:21 [http-nio-8089-exec-9] INFO  c.t.a.controller.EmployeeController - INSIDE EmployeeController START METHOD searchEmployeeByCondition:
""2019-08-02 11:28:30 [http-nio-8089-exec-3] INFO  c.t.a.c.PageRedirectController - INSIDE PageRedirectController START METHOD registerPage
""2019-08-02 11:28:30 [http-nio-8089-exec-5] INFO  c.t.apps.controller.TaskController - INSIDE TaskController START METHOD getAllTask
""2019-08-02 11:34:15 [Thread-28] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
""2019-08-02 11:34:15 [Thread-28] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2019-08-02 11:34:15 [Thread-28] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown initiated...
""2019-08-02 11:34:15 [Thread-28] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown completed.
""2019-08-02 11:34:15 [restartedMain] INFO  c.t.apps.LoginAppsApplication - Starting LoginAppsApplication on ADMIN-PC with PID 7956 (C:\Users\ADMIN\git\Login-Management\LoginApps_V3\target\classes started by ADMIN in C:\Users\ADMIN\git\Login-Management\LoginApps_V3)
""2019-08-02 11:34:15 [restartedMain] INFO  c.t.apps.LoginAppsApplication - No active profile set, falling back to default profiles: default
""2019-08-02 11:34:19 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
""2019-08-02 11:34:19 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 138ms. Found 13 repository interfaces.
""2019-08-02 11:34:19 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$3c48c9e4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2019-08-02 11:34:19 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8089 (http)
""2019-08-02 11:34:19 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2019-08-02 11:34:19 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
""2019-08-02 11:34:19 [restartedMain] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
""2019-08-02 11:34:19 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2019-08-02 11:34:19 [restartedMain] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3958 ms
""2019-08-02 11:34:19 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
""2019-08-02 11:34:19 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
""2019-08-02 11:34:19 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
""2019-08-02 11:34:20 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
""2019-08-02 11:34:20 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2019-08-02 11:34:20 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
